,sno,sna,tot,sbi,sarea,mday,lat,lng,ar,sareaen,snaen,aren,bemp,act,srcUpdateTime,updateTime,infoTime,infoDate
13,500101015,YouBike2.0_大安運動中心停車場,14,3,大安區,2023-05-27 13:23:15,25.020348,121.546446,敦南街76巷28號,Daan Dist.,YouBike2.0_Taipei Da-an Sports Center Parking lot,No. 28， Ln. 76， Dunnan St.,11,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:23:15,2023-05-27
15,500101018,YouBike2.0_溫州公園,5,0,大安區,2023-05-27 13:42:04,25.01895,121.53156,羅斯福路三段283巷11號,Daan Dist.,YouBike2.0_Wenzhou Park,No. 11， Ln. 283， Sec. 3， Roosevelt Rd.,5,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:42:04,2023-05-27
17,500101020,YouBike2.0_溫州停車場,5,2,大安區,2023-05-27 13:47:14,25.02093,121.5331,新生南路三段54巷/溫州街口,Daan Dist.,YouBike2.0_Wenzhou Parking Lot,Ln. 54， Sec. 3， Xinsheng S. Rd. & Wenzhou St. Intersection,3,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:47:14,2023-05-27
18,500101021,YouBike2.0_銘傳國小側門,7,1,大安區,2023-05-27 13:49:14,25.01385,121.53549,羅斯福路四段21號旁天橋下,Daan Dist.,YouBike2.0_Taipei Municipal MingChuan Elementary School(Side Gate),No. 21， Sec. 4， Roosevelt Rd.,5,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:14,2023-05-27
19,500101022,YouBike2.0_捷運公館站(2號出口),99,1,大安區,2023-05-27 13:50:20,25.01491,121.53438,捷運公館站(2號出口)外側,Daan Dist.,YouBike2.0_MRT Gongguan Sta. (Exit 2),MRT Gongguan Sta. (Exit 2),93,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:20,2023-05-27
23,500101026,YouBike2.0_公館公園,15,1,大安區,2023-05-27 13:47:14,25.01137,121.54062,羅斯福路四段113巷基隆路四段41巷口,Daan Dist.,YouBike2.0_Gongguan Park,Ln. 113， Sec. 4， Roosevelt Rd. & Ln. 41， Sec. 4， Keelung Rd. Intersection,14,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:47:14,2023-05-27
26,500101029,YouBike2.0_臺大環研大樓,15,2,大安區,2023-05-27 13:40:21,25.01234,121.54503,芳蘭路/基隆路三段155巷口,Daan Dist.,YouBike2.0_NTU Environment Research Building,Fanglan Rd & Ln. 155， Sec. 3， Keelung Rd. Intersection,13,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:40:21,2023-05-27
28,500101031,YouBike2.0_臺大男七舍前,20,3,大安區,2023-05-27 13:40:21,25.01537,121.54698,長興街/長興街80巷口西側,Daan Dist.,YouBike2.0_NTU 7th Men's Dorm,Ln. 80， Changxing St. Intersection(West),17,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:40:21,2023-05-27
32,500101035,YouBike2.0_臺大土木研究大樓前,24,3,大安區,2023-05-27 13:36:15,25.01787,121.5476,辛亥路三段188號,Daan Dist.,YouBike2.0_NTU Civil Engineering Research Building,No. 188， Sec. 3， Xinhai Rd.,20,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:36:15,2023-05-27
34,500101037,YouBike2.0_臺大國青大樓宿舍前,20,1,大安區,2023-05-27 13:49:14,25.02076,121.54432,辛亥路三段30號西北側,Daan Dist.,YouBike2.0_NTU Guo - Ching Building,No. 30， Sec. 3， Xinhai Rd.(Northwest),19,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:14,2023-05-27
35,500101038,YouBike2.0_臺大社科院圖書館前,27,3,大安區,2023-05-27 13:49:15,25.02101,121.54284,辛亥路與復興南路口西南側,Daan Dist.,YouBike2.0_NTU College of social Sciences Building,Xinhai Fuxing Rd. Intersection (Southwest),24,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:15,2023-05-27
38,500101041,YouBike2.0_辛亥新生路口東南側,41,0,大安區,2023-05-27 13:50:20,25.02218,121.53474,辛亥新生路口東南側,Daan Dist.,YouBike2.0_Xinhai Xinsheng Rd. Intersection (Southeast),Xinhai Xinsheng Rd. Intersection (Southeast),40,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:20,2023-05-27
42,500101093,YouBike2.0_大安區健康服務中心,15,0,大安區,2023-05-27 13:07:04,25.021469,121.544069,辛亥路三段15號,Daan Dist.,YouBike2.0_Daan District Public Health Center,No. 15， Sec. 1， Xinhai Rd.,15,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:07:04,2023-05-27
43,500101094,YouBike2.0_辛亥泰順街口,20,2,大安區,2023-05-27 13:50:20,25.02193,121.53165,辛亥泰順街口東南側,Daan Dist.,YouBike2.0_Xinhai Taishun St. Intersection,Xinhai Taishun St. Intersection (Southeast),16,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:20,2023-05-27
46,500101098,YouBike2.0_臥龍公園,14,1,大安區,2023-05-27 13:39:13,25.01623,121.55037,辛亥路三段223號西側,Daan Dist.,YouBike2.0_Wolong Park,No. 223， Sec. 3， Xinhai Rd. (West),13,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:39:13,2023-05-27
50,500101102,YouBike2.0_喬治工商,26,1,大安區,2023-05-27 13:50:20,25.02705,121.55551,基隆路二段166號,Daan Dist.,YouBike2.0_George Vocational High School of Taipei,No. 166， Sec. 2， Keelung Rd.,22,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:20,2023-05-27
51,500101103,YouBike2.0_法治公園,15,0,大安區,2023-05-27 12:57:04,25.02694,121.55325,通化街189號西側,Daan Dist.,YouBike2.0_Fazhi Park,No. 189， Tonghua St. (West),14,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 12:57:04,2023-05-27
52,500101104,YouBike2.0_捷運臺電大樓站(2號出口),15,0,大安區,2023-05-27 13:49:15,25.02021,121.52942,辛亥路一段/羅斯福路三段口北側(辛亥路側),Daan Dist.,YouBike2.0_MRT Taipower Building Sta. (Exit 2),Sec. 1， Xinhai Rd & Sec. 3， Roosevelt Rd (North),15,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:15,2023-05-27
54,500101107,YouBike2.0_和平龍泉街口,34,3,大安區,2023-05-27 13:49:15,25.02638,121.52971,和平東路一段/龍泉街口西南側,Daan Dist.,YouBike2.0_Sec. 1， Heping E. Rd & Longquan St. Intersection,Sec. 1， Heping E. Rd & Longquan St. Intersection (Southwest),30,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:15,2023-05-27
58,500101111,YouBike2.0_捷運古亭站(5號出口),14,1,大安區,2023-05-27 13:50:20,25.02715,121.52293,和平東路一段19號前,Daan Dist.,YouBike2.0_MRT Guting Sta. (Exit 5),No. 19， Sec. 1， Heping E. Rd,13,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:20,2023-05-27
60,500101114,YouBike2.0_新生和平路口東北側,38,2,大安區,2023-05-27 13:44:06,25.02657,121.53515,新生南路二段與和平東路二段口東北側,Daan Dist.,YouBike2.0_Sec. 2， Xinsheng S. Rd & Sec. 2， Heping E. Rd Intersection,Sec. 2， Xinsheng S. Rd & Sec. 2， Heping E. Rd (Northeast),35,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:44:06,2023-05-27
63,500101117,YouBike2.0_捷運東門站(3號出口),15,3,大安區,2023-05-27 13:42:14,25.03383,121.52815,信義路二段128號前,Daan Dist.,YouBike2.0_MRT Dongmen Sta. (Exit 3),No. 128， Sec. 2， Xinyi Rd.,12,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:42:14,2023-05-27
68,500101123,YouBike2.0_敦化基隆路口,29,3,大安區,2023-05-27 13:47:14,25.02215,121.54839,敦化南路二段218號,Daan Dist.,YouBike2.0_Sec. 2， Dunhua S. Rd & Sec. 2， Keelung Rd Intersection,No. 218， Sec. 2， Dunhua S. Rd,24,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:47:14,2023-05-27
69,500101124,YouBike2.0_安和路二段181巷口,17,1,大安區,2023-05-27 13:25:15,25.02721,121.54988,安和路二段185號,Daan Dist.,YouBike2.0_Ln. 181， Sec. 2， Anhe Rd,No185， Sec. 2， Anhe Rd,16,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:25:15,2023-05-27
70,500101125,YouBike2.0_臨江街夜市(通化街101巷口),30,2,大安區,2023-05-27 13:48:14,25.02952,121.55406,通化街111號,Daan Dist.,YouBike2.0_Linjiang St night market (Ln. 101， Tonghua St),No. 101， Tonghua St.,27,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:48:14,2023-05-27
71,500101126,YouBike2.0_臨江街夜市(基隆路),17,3,大安區,2023-05-27 13:43:14,25.02931,121.55721,基隆路二段108號,Daan Dist.,YouBike2.0_Linjiang St night market (Keelung Rd),No. 108， Sec. 2， Keelung Rd.,11,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:43:14,2023-05-27
72,500101127,YouBike2.0_台北科技大學億光大樓,46,1,大安區,2023-05-27 13:48:04,25.04177,121.53833,忠孝東路三段81號,Daan Dist.,YouBike2.0_National Taipei University of Technology (Everlight Building),No. 81， Sec. 3， Zhongxiao E. Rd.,44,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:48:04,2023-05-27
75,500101130,YouBike2.0_民榮公園,15,0,大安區,2023-04-20 07:22:04,25.03534,121.5354,建國南路一段304巷45號南側,Daan Dist.,YouBike2.0_Minrong Park,No. 45， Ln. 304， Sec. 1， Jianguo S. Rd. (South),15,0,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-04-20 07:22:04,2023-04-20
79,500101134,YouBike2.0_捷運大安站(4號出口),13,0,大安區,2023-05-27 13:50:20,25.0332,121.5439,信義路4段6號(前),Daan Dist.,YouBike2.0_MRT Da’an Sta (Exit 4),No. 6， Sec. 4， Xinyi Rd.,11,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:20,2023-05-27
81,500101136,YouBike2.0_信義大安路口(信維大樓),12,0,大安區,2023-05-27 13:48:04,25.03317,121.54639,信義路四段74號(前),Daan Dist.,YouBike2.0_Sec. 4， Xinyi Rd & Da’an Rd Intersection (Xinwei Building),No. 74， Sec. 4， Xinyi Rd.,11,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:48:04,2023-05-27
83,500101138,YouBike2.0_仁愛安和路口,25,3,大安區,2023-05-27 13:49:15,25.03754,121.55285,仁愛路四段258號前,Daan Dist.,YouBike2.0_Sec. 4， Ren'ai Rd & Sec. 1， Anhe Rd Intersection,No. 74， Sec. 4， Ren'ai Rd.,22,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:15,2023-05-27
84,500101139,YouBike2.0_信義敦化路口,46,1,大安區,2023-05-27 13:49:15,25.03333,121.54977,信義路四段155號前,Daan Dist.,YouBike2.0_Sec. 4， Xinyi Rd & Sec. 1， Dunhua S. Rd Intersection,No. 155， Sec. 4， Xinyi Rd,45,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:15,2023-05-27
85,500101140,YouBike2.0_仁愛國中,25,1,大安區,2023-05-27 13:32:04,25.03706,121.55166,安和路一段75號(對面),Daan Dist.,YouBike2.0_Ren Ai Junior High School,No. 75， Sec. 1， Anhe Rd.,22,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:32:04,2023-05-27
86,500101141,YouBike2.0_捷運信義安和站(2號出口),26,2,大安區,2023-05-27 13:50:09,25.03304,121.55171,信義路四段188號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta (Exit 2),No. 188， Sec. 4， Xinyi Rd,23,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:09,2023-05-27
87,500101142,YouBike2.0_八德市場,30,1,大安區,2023-05-27 13:28:04,25.04463,121.53665,市民大道三段170號,Daan Dist.,YouBike2.0_Bade Traditional Market,No. 170， Sec. 3， Civic Blvd.,28,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:28:04,2023-05-27
88,500101143,YouBike2.0_昌隆公園,16,1,大安區,2023-05-27 13:46:15,25.04448,121.53946,市民大道三段206號西側,Daan Dist.,YouBike2.0_Changlong Park,No. 206， Sec. 3， Civic Blvd. (West),14,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:46:15,2023-05-27
90,500101145,YouBike2.0_信義延吉街口,15,1,大安區,2023-05-27 13:43:14,25.03318,121.55725,信義路四段353號,Daan Dist.,YouBike2.0_Sec. 4，Xinyi Rd & Yanji St Intersection,No. 353， Sec. 4， Xinyi Rd.,14,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:43:14,2023-05-27
91,500101146,YouBike2.0_光信公園(光復南路456巷),15,0,大安區,2023-05-27 13:49:15,25.03513,121.5561,延吉街249號,Daan Dist.,YouBike2.0_Guangxin Park (Ln. 456， Guangfu S. Rd),No. 249， Yanji St.,14,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:15,2023-05-27
94,500101149,YouBike2.0_捷運忠孝新生站(6號出口),15,0,大安區,2023-05-27 13:23:04,25.04091,121.53295,新生南路一段101號,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 6),No. 101， Sec. 1， Xinsheng S. Rd.,15,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:23:04,2023-05-27
95,500101150,YouBike2.0_捷運忠孝新生站(4號出口),34,2,大安區,2023-05-27 13:50:09,25.04239,121.53324,忠孝新生路口北側,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 4),Zhongxiao & Xinsheng S. Rd Intersection. (North),31,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:09,2023-05-27
96,500101151,YouBike2.0_大安高工,23,0,大安區,2023-05-27 13:49:04,25.03126,121.54339,復興南路二段52號(前),Daan Dist.,YouBike2.0_Daan Vocational High School,No. 52， Sec. 2， Fuxing S. Rd.,21,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:04,2023-05-27
97,500101152,YouBike2.0_捷運忠孝新生站(3號出口),23,1,大安區,2023-05-27 13:50:20,25.04189,121.53376,忠孝東路三段與10巷口,Daan Dist.,YouBike2.0_MRT Zhongxiao Xinsheng Sta. (Exit 3),Sec. 3， Zhongxiao E. Rd & Ln. 10， Sec. 3， Zhongxiao E. Rd Intersection,22,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:20,2023-05-27
99,500101154,YouBike2.0_敦化市民路口,23,0,大安區,2023-05-27 13:42:04,25.04405,121.5486,敦化南路1段158號(前),Daan Dist.,YouBike2.0_Dunhua S. Rd. & Civic Blvd. Intersection,No. 158， Sec. 1， Dunhua S. Rd.,20,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:42:04,2023-05-27
100,500101155,YouBike2.0_捷運大安森林公園站(5號出口),15,1,大安區,2023-05-27 13:48:14,25.03336,121.5364,捷運大安森林公園站(5號出口)東側,Daan Dist.,YouBike2.0_MRT Daan Park Sta. (Exit 5),MRT Daan Park Sta. (Exit 5) (East),14,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:48:14,2023-05-27
102,500101157,YouBike2.0_東豐公園,19,1,大安區,2023-05-27 13:26:04,25.03569,121.5451,東豐街24號(旁公園路側),Daan Dist.,YouBike2.0_Dongfeng Park,No. 24， Dongfeng St.,17,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:26:04,2023-05-27
108,500101165,YouBike2.0_樂利路21巷口,17,2,大安區,2023-05-27 13:48:14,25.0277,121.55132,樂利路25號,Daan Dist.,YouBike2.0_Ln. 21， Leli Rd. Intersection,No. 25， Leli Rd.,15,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:48:14,2023-05-27
111,500101168,YouBike2.0_仁愛醫院,30,2,大安區,2023-05-27 13:48:14,25.03756,121.54587,仁愛路四段/大安路一段口(西南側),Daan Dist.,YouBike2.0_Taipei City Hospital Renai Branch,Sec. 4， Ren'ai Rd. & Sec. 1， Da'an Rd. Intersection (Southwest),28,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:48:14,2023-05-27
112,500101169,YouBike2.0_捷運信義安和站(4號出口),30,0,大安區,2023-05-27 13:49:15,25.03305,121.55378,信義路四段252號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.4),No. 252， Sec. 4， Sinyi Rd.,29,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:15,2023-05-27
115,500101172,YouBike2.0_捷運信義安和站(1號出口),33,1,大安區,2023-05-27 13:48:04,25.03331,121.55265,信義路四段225號前,Daan Dist.,YouBike2.0_MRT Xinyi Anhe Sta.(Exit.1),No. 225， Sec. 4， Sinyi Rd.,31,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:48:04,2023-05-27
116,500101173,YouBike2.0_敦化南路二段103巷口,24,2,大安區,2023-05-27 13:48:14,25.0287,121.54904,敦化南路二段99號前,Daan Dist.,YouBike2.0_Ln. 103，Sec. 2，Dunhua S. Rd.,No. 99， Sec. 2， Dunhua S. Rd.,22,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:48:14,2023-05-27
117,500101174,YouBike2.0_復興南路二段128巷口,28,2,大安區,2023-05-27 13:47:14,25.02861,121.54336,復興南路二段142之1號前,Daan Dist.,YouBike2.0_Ln. 128， Sec. 2， Fuxing S. Rd.,No. 142-1， Sec. 2， Fusing S. Rd.,26,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:47:14,2023-05-27
119,500101176,YouBike2.0_芳蘭山莊,16,2,大安區,2023-05-27 13:42:14,25.01223,121.54788,基隆路三段155巷148號,Daan Dist.,YouBike2.0_Fanglan,No. 148， Ln. 155， Sec. 3， Keelung Rd.,14,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:42:14,2023-05-27
121,500101179,YouBike2.0_捷運東門站(5號出口),28,2,大安區,2023-05-27 13:50:20,25.03363,121.52962,信義路二段178號前,Daan Dist.,YouBike2.0_MRT Dongmen Sta. (Exit 5),No. 178， Sec. 2， Xinyi Rd.,25,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:20,2023-05-27
124,500101182,YouBike2.0_臺北科技大學(電機工程系),16,2,大安區,2023-05-27 13:48:14,25.04196,121.53653,忠孝東路三段100號對側,Daan Dist.,YouBike2.0_NTUT(EE),No. 100， Sec. 3， Zhongxiao E. Rd. (Opposite),14,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:48:14,2023-05-27
126,500101184,YouBike2.0_新生南路三段94巷口,15,1,大安區,2023-05-27 13:48:04,25.01744,121.53334,新生南路三段94號前,Daan Dist.,YouBike2.0_Ln. 94， Sec. 3， Xinsheng S. Rd. Intersection,No. 94， Sec. 3， Xinsheng S. Rd.,13,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:48:04,2023-05-27
127,500101185,YouBike2.0_辛亥新生路口西北側,12,0,大安區,2023-05-27 13:39:04,25.02267,121.5341,辛亥路一段/新生南路三段(西北側),Daan Dist.,YouBike2.0_Xinhai Rd. & Xinsheng S. Rd. Intersection,Sec. 1， Xinhai Rd. & Sec. 3， Xinsheng S. Rd. Intersection (Northwest),11,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:39:04,2023-05-27
128,500101186,YouBike2.0_捷運大安站(6號出口),19,1,大安區,2023-05-27 13:49:15,25.03479,121.54376,復興南路一段303號前,Daan Dist.,YouBike2.0_MRT Da’an Sta. (Exit 6),No. 303， Sec. 1， Fuxing S. Rd.,18,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:15,2023-05-27
129,500101187,YouBike2.0_臥龍街195巷口,14,1,大安區,2023-05-27 13:21:04,25.01783,121.55224,臥龍街/臥龍街195巷(南側),Daan Dist.,YouBike2.0_Ln. 195， Wolong St.,Wolong St. / Ln. 195， Wolong St. Intersection (South),12,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:21:04,2023-05-27
130,500101188,YouBike2.0_辛亥路三段157巷口,19,0,大安區,2023-05-27 13:46:04,25.01727,121.54904,辛亥路三段與辛亥路三段157巷口西北側,Daan Dist.,YouBike2.0_Ln. 157， Sec. 3， Xinhai Rd.,Sec. 3， Xinhai Rd. & Ln. 157， Sec. 3， Xinhai Rd. Intersection (Northwest),19,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:46:04,2023-05-27
131,500101189,YouBike2.0_臥龍基隆路口,16,0,大安區,2023-05-27 13:42:04,25.02039,121.54853,臥龍街與基隆路二段口東北側,Daan Dist.,YouBike2.0_Wolong St. & Xinyi Rd. Intersection,Wolong St. & Sec. 2， Xinyi Rd. Intersection (Northeast),16,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:42:04,2023-05-27
132,500101190,YouBike2.0_敦親公園,20,1,大安區,2023-05-27 13:40:21,25.02347,121.54108,和平東路二段96巷8之1號(前方),Daan Dist.,YouBike2.0_Dunchin Park,No. 8-1， Ln. 96， Sec. 2， Heping E. Rd.,19,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:40:21,2023-05-27
134,500101192,YouBike2.0_和平敦化路口,25,3,大安區,2023-05-27 13:49:15,25.02444,121.54908,和平東路三段 / 敦化南路二段口(東側),Daan Dist.,YouBike2.0_Heping Rd. & Dunhua Rd. Intersection,Sec. 3， Heping E. Rd. & Sec. 2， Dunhua S. Rd. Intersection (East),21,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:15,2023-05-27
135,500101193,YouBike2.0_基隆長興路口,43,1,大安區,2023-05-27 13:44:06,25.01705,121.54435,基隆路/長興街(東南側),Daan Dist.,YouBike2.0_Keelung Rd. & Changxing St. Intersection,Keelung Rd. & Changxing St. Intersection (Southeast),42,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:44:06,2023-05-27
136,500101194,YouBike2.0_仁愛路四段122巷口,16,3,大安區,2023-05-27 13:50:20,25.03762,121.55009,仁愛路四段118號前,Daan Dist.,YouBike2.0_Ln. 122， Sec. 4， Ren'ai Rd.,No. 188， Sec. 4， Ren'ai Rd.,13,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:50:20,2023-05-27
137,500101196,YouBike2.0_市民敦化路口,15,3,大安區,2023-05-27 13:42:14,25.04464,121.54944,敦化南路一段111號前,Daan Dist.,YouBike2.0_Civic Blvd. & Dunhua Rd. Intersection,No. 111， Sec. 1， Dunhua S. Rd.,12,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:42:14,2023-05-27
140,500101199,YouBike2.0_和平新生路口西南側,13,0,大安區,2023-05-27 13:49:04,25.02598,121.53454,新生南路三段2號前,Daan Dist.,YouBike2.0_Heping Rd. & Xinsheng S. Rd. Intersection (Southwest),No. 2， Sec. 3， Xinsheng S. Rd.,13,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:04,2023-05-27
141,500101200,YouBike2.0_全安公園,16,3,大安區,2023-05-27 13:49:15,25.02535,121.55101,安和路二段227巷16號對側,Daan Dist.,YouBike2.0_Quanan Park,No. 16， Ln. 227， Sec. 2， Anhe Rd. (Opposite),13,1,2023-05-27 13:50:39,2023-05-27 13:50:52,2023-05-27 13:49:15,2023-05-27
